amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,organisation,start-date,units,slug
1000,received,18/00485/FDC-MON,18/00485/FDC-MON-TRANS2,,2020-12-09,local-authority-eng:SND,2018-11-08,,/developer-agreement-transaction/local-authority-eng/SND/18-00485-FDC-MON-TRANS2
1000,allocated,18/00485/FDC-MON,18/00485/FDC-MON-TRANS3,,2020-12-09,local-authority-eng:SND,2018-11-08,,/developer-agreement-transaction/local-authority-eng/SND/18-00485-FDC-MON-TRANS3
385.5,spent,18/00485/FDC-MON,18/00485/FDC-MON-TRANS4,,2020-12-09,local-authority-eng:SND,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SND/18-00485-FDC-MON-TRANS4
9113,secured,18/00485/FDC-S2.,18/00485/FDC-S2.-TRANS1,,2020-12-09,local-authority-eng:SND,2019-11-12,,/developer-agreement-transaction/local-authority-eng/SND/18-00485-FDC-S2--TRANS1
,secured,18/00609/FU4-C7.,18/00609/FU4-C7.-TRANS1,,2020-12-04,local-authority-eng:SND,2019-08-22,1,/developer-agreement-transaction/local-authority-eng/SND/18-00609-FU4-C7--TRANS1
,received,18/00609/FU4-C7.,18/00609/FU4-C7.-TRANS2,,2020-12-04,local-authority-eng:SND,2019-08-04,1,/developer-agreement-transaction/local-authority-eng/SND/18-00609-FU4-C7--TRANS2
6000,secured,18/00609/FU4-MON,18/00609/FU4-MON-TRANS1,,2020-12-04,local-authority-eng:SND,2019-04-26,,/developer-agreement-transaction/local-authority-eng/SND/18-00609-FU4-MON-TRANS1
6000,received,18/00609/FU4-MON,18/00609/FU4-MON-TRANS2,,2020-12-04,local-authority-eng:SND,2019-04-17,,/developer-agreement-transaction/local-authority-eng/SND/18-00609-FU4-MON-TRANS2
6000,allocated,18/00609/FU4-MON,18/00609/FU4-MON-TRANS3,,2020-12-04,local-authority-eng:SND,2019-04-17,,/developer-agreement-transaction/local-authority-eng/SND/18-00609-FU4-MON-TRANS3
2313,spent,18/00609/FU4-MON,18/00609/FU4-MON-TRANS4,,2020-12-09,local-authority-eng:SND,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SND/18-00609-FU4-MON-TRANS4
86288,secured,18/00609/FU4-S2.3.1.a,18/00609/FU4-S2.3.1.a-TRANS1,,2020-12-04,local-authority-eng:SND,2019-08-22,,/developer-agreement-transaction/local-authority-eng/SND/18-00609-FU4-S2-3-1-a-TRANS1
86288,received,18/00609/FU4-S2.3.1.a,18/00609/FU4-S2.3.1.a-TRANS2,,2020-12-04,local-authority-eng:SND,2019-08-30,,/developer-agreement-transaction/local-authority-eng/SND/18-00609-FU4-S2-3-1-a-TRANS2
86288,allocated,18/00609/FU4-S2.3.1.a,18/00609/FU4-S2.3.1.a-TRANS3,,2020-12-04,local-authority-eng:SND,2019-08-30,,/developer-agreement-transaction/local-authority-eng/SND/18-00609-FU4-S2-3-1-a-TRANS3
1500,secured,18/00749/FUL-MON,18/00749/FUL-MON-TRANS1,,2020-12-08,local-authority-eng:SND,2019-10-07,,/developer-agreement-transaction/local-authority-eng/SND/18-00749-FUL-MON-TRANS1
1500,received,18/00749/FUL-MON,18/00749/FUL-MON-TRANS2,,2020-12-08,local-authority-eng:SND,2019-10-31,,/developer-agreement-transaction/local-authority-eng/SND/18-00749-FUL-MON-TRANS2
1500,allocated,18/00749/FUL-MON,18/00749/FUL-MON-TRANS3,,2020-12-08,local-authority-eng:SND,2019-10-31,,/developer-agreement-transaction/local-authority-eng/SND/18-00749-FUL-MON-TRANS3
578.25,spent,18/00749/FUL-MON,18/00749/FUL-MON-TRANS4,,2020-12-09,local-authority-eng:SND,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SND/18-00749-FUL-MON-TRANS4
500,secured,18/01058/FUL-MON,18/01058/FUL-MON-TRANS1,,2020-12-08,local-authority-eng:SND,2019-09-20,,/developer-agreement-transaction/local-authority-eng/SND/18-01058-FUL-MON-TRANS1
500,received,18/01058/FUL-MON,18/01058/FUL-MON-TRANS2,,2020-12-08,local-authority-eng:SND,2019-09-20,,/developer-agreement-transaction/local-authority-eng/SND/18-01058-FUL-MON-TRANS2
500,allocated,18/01058/FUL-MON,18/01058/FUL-MON-TRANS3,,2020-12-08,local-authority-eng:SND,2019-09-20,,/developer-agreement-transaction/local-authority-eng/SND/18-01058-FUL-MON-TRANS3
192.75,spent,18/01058/FUL-MON,18/01058/FUL-MON-TRANS4,,2020-12-09,local-authority-eng:SND,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SND/18-01058-FUL-MON-TRANS4
500,secured,18/01108/FUL-MON,18/01108/FUL-MON-TRANS1,,2020-12-08,local-authority-eng:SND,2019-09-10,,/developer-agreement-transaction/local-authority-eng/SND/18-01108-FUL-MON-TRANS1
500,received,18/01108/FUL-MON,18/01108/FUL-MON-TRANS2,,2020-12-08,local-authority-eng:SND,2019-09-10,,/developer-agreement-transaction/local-authority-eng/SND/18-01108-FUL-MON-TRANS2
500,allocated,18/01108/FUL-MON,18/01108/FUL-MON-TRANS3,,2020-12-08,local-authority-eng:SND,2019-09-10,,/developer-agreement-transaction/local-authority-eng/SND/18-01108-FUL-MON-TRANS3
192.75,spent,18/01108/FUL-MON,18/01108/FUL-MON-TRANS4,,2020-12-09,local-authority-eng:SND,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SND/18-01108-FUL-MON-TRANS4
3000,secured,18/01276/FUL-MON,18/01276/FUL-MON-TRANS1,,2020-11-10,local-authority-eng:SND,2019-12-18,,/developer-agreement-transaction/local-authority-eng/SND/18-01276-FUL-MON-TRANS1
3000,received,18/01276/FUL-MON,18/01276/FUL-MON-TRANS2,,2020-11-10,local-authority-eng:SND,2020-02-25,,/developer-agreement-transaction/local-authority-eng/SND/18-01276-FUL-MON-TRANS2
3000,allocated,18/01276/FUL-MON,18/01276/FUL-MON-TRANS3,,2020-11-10,local-authority-eng:SND,2020-02-25,,/developer-agreement-transaction/local-authority-eng/SND/18-01276-FUL-MON-TRANS3
1156.5,spent,18/01276/FUL-MON,18/01276/FUL-MON-TRANS4,,2020-12-09,local-authority-eng:SND,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SND/18-01276-FUL-MON-TRANS4
1084,secured,18/01901/FUL-3a.,18/01901/FUL-3a.-TRANS1,,2020-12-04,local-authority-eng:SND,2019-08-05,,/developer-agreement-transaction/local-authority-eng/SND/18-01901-FUL-3a--TRANS1
1084,received,18/01901/FUL-3a.,18/01901/FUL-3a.-TRANS2,,2020-12-04,local-authority-eng:SND,2019-08-05,,/developer-agreement-transaction/local-authority-eng/SND/18-01901-FUL-3a--TRANS2
1084,allocated,18/01901/FUL-3a.,18/01901/FUL-3a.-TRANS3,,2020-12-04,local-authority-eng:SND,2019-08-05,,/developer-agreement-transaction/local-authority-eng/SND/18-01901-FUL-3a--TRANS3
500,secured,18/01901/FUL-MON,18/01901/FUL-MON-TRANS1,,2020-12-04,local-authority-eng:SND,2019-08-05,,/developer-agreement-transaction/local-authority-eng/SND/18-01901-FUL-MON-TRANS1
500,received,18/01901/FUL-MON,18/01901/FUL-MON-TRANS2,,2020-12-04,local-authority-eng:SND,2019-08-05,,/developer-agreement-transaction/local-authority-eng/SND/18-01901-FUL-MON-TRANS2
500,allocated,18/01901/FUL-MON,18/01901/FUL-MON-TRANS3,,2020-12-04,local-authority-eng:SND,2019-08-05,,/developer-agreement-transaction/local-authority-eng/SND/18-01901-FUL-MON-TRANS3
,spent,18/01901/FUL-MON,18/01901/FUL-MON-TRANS4,,2021-03-25,local-authority-eng:SND,,,/developer-agreement-transaction/local-authority-eng/SND/18-01901-FUL-MON-TRANS4
500,secured,18/01963/FU4-MON,18/01963/FU4-MON-TRANS1,,2020-12-04,local-authority-eng:SND,2019-05-02,,/developer-agreement-transaction/local-authority-eng/SND/18-01963-FU4-MON-TRANS1
500,received,18/01963/FU4-MON,18/01963/FU4-MON-TRANS2,,2020-12-04,local-authority-eng:SND,2019-04-29,,/developer-agreement-transaction/local-authority-eng/SND/18-01963-FU4-MON-TRANS2
500,allocated,18/01963/FU4-MON,18/01963/FU4-MON-TRANS3,,2020-12-04,local-authority-eng:SND,2019-04-29,,/developer-agreement-transaction/local-authority-eng/SND/18-01963-FU4-MON-TRANS3
192.75,spent,18/01963/FU4-MON,18/01963/FU4-MON-TRANS4,,2020-12-09,local-authority-eng:SND,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SND/18-01963-FU4-MON-TRANS4
2000,secured,18/02002/FU4-MON,18/02002/FU4-MON-TRANS1,,2020-12-04,local-authority-eng:SND,2019-04-01,,/developer-agreement-transaction/local-authority-eng/SND/18-02002-FU4-MON-TRANS1
2000,received,18/02002/FU4-MON,18/02002/FU4-MON-TRANS2,,2020-12-04,local-authority-eng:SND,2019-04-01,,/developer-agreement-transaction/local-authority-eng/SND/18-02002-FU4-MON-TRANS2
2000,allocated,18/02002/FU4-MON,18/02002/FU4-MON-TRANS3,,2020-12-04,local-authority-eng:SND,2019-04-01,,/developer-agreement-transaction/local-authority-eng/SND/18-02002-FU4-MON-TRANS3
771,spent,18/02002/FU4-MON,18/02002/FU4-MON-TRANS4,,2020-12-09,local-authority-eng:SND,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SND/18-02002-FU4-MON-TRANS4
,secured,18/02002/FU4-S4.1,18/02002/FU4-S4.1-TRANS1,,2020-12-04,local-authority-eng:SND,2019-04-30,17,/developer-agreement-transaction/local-authority-eng/SND/18-02002-FU4-S4-1-TRANS1
8000,secured,18/02002/FU4-S4.2,18/02002/FU4-S4.2,,2020-12-04,local-authority-eng:SND,2019-04-30,,/developer-agreement-transaction/local-authority-eng/SND/18-02002-FU4-S4-2
13124,secured,18/02002/FU4-S4.2.1,18/02002/FU4-S4.2.1,,2020-12-04,local-authority-eng:SND,2019-04-30,,/developer-agreement-transaction/local-authority-eng/SND/18-02002-FU4-S4-2-1
50213,secured,18/02002/FU4-S4.2.2,18/02002/FU4-S4.2.2,,2020-12-04,local-authority-eng:SND,2019-04-30,,/developer-agreement-transaction/local-authority-eng/SND/18-02002-FU4-S4-2-2
11968,secured,18/02002/FU4-S4.2.3,18/02002/FU4-S4.2.3,,2020-12-04,local-authority-eng:SND,2019-04-30,,/developer-agreement-transaction/local-authority-eng/SND/18-02002-FU4-S4-2-3
500,secured,18/02154/FUL-MON,18/02154/FUL-MON-TRANS1,,2020-12-04,local-authority-eng:SND,2019-12-10,,/developer-agreement-transaction/local-authority-eng/SND/18-02154-FUL-MON-TRANS1
500,received,18/02154/FUL-MON,18/02154/FUL-MON-TRANS2,,2020-12-04,local-authority-eng:SND,2019-12-04,,/developer-agreement-transaction/local-authority-eng/SND/18-02154-FUL-MON-TRANS2
500,allocated,18/02154/FUL-MON,18/02154/FUL-MON-TRANS3,,2020-12-04,local-authority-eng:SND,2019-12-04,,/developer-agreement-transaction/local-authority-eng/SND/18-02154-FUL-MON-TRANS3
192.75,spent,18/02154/FUL-MON,18/02154/FUL-MON-TRANS4,,2020-12-09,local-authority-eng:SND,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SND/18-02154-FUL-MON-TRANS4
25992,secured,18/02173/VA4-J,18/02173/VA4-J-TRANS1,,2020-12-08,local-authority-eng:SND,2019-08-27,,/developer-agreement-transaction/local-authority-eng/SND/18-02173-VA4-J-TRANS1
500,secured,18/02173/VA4-MON,18/02173/VA4-MON-TRANS1,,2020-12-08,local-authority-eng:SND,2019-08-14,,/developer-agreement-transaction/local-authority-eng/SND/18-02173-VA4-MON-TRANS1
500,received,18/02173/VA4-MON,18/02173/VA4-MON-TRANS2,,2020-12-08,local-authority-eng:SND,2019-09-03,,/developer-agreement-transaction/local-authority-eng/SND/18-02173-VA4-MON-TRANS2
500,allocated,18/02173/VA4-MON,18/02173/VA4-MON-TRANS3,,2020-12-08,local-authority-eng:SND,2019-09-03,,/developer-agreement-transaction/local-authority-eng/SND/18-02173-VA4-MON-TRANS3
192.75,spent,18/02173/VA4-MON,18/02173/VA4-MON-TRANS4,,2020-12-09,local-authority-eng:SND,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SND/18-02173-VA4-MON-TRANS4
500,secured,18/02178/VA4-MON,18/02178/VA4-MON-TRANS1,,2020-12-08,local-authority-eng:SND,2019-06-17,,/developer-agreement-transaction/local-authority-eng/SND/18-02178-VA4-MON-TRANS1
500,received,18/02178/VA4-MON,18/02178/VA4-MON-TRANS2,,2020-12-08,local-authority-eng:SND,2019-06-11,,/developer-agreement-transaction/local-authority-eng/SND/18-02178-VA4-MON-TRANS2
500,allocated,18/02178/VA4-MON,18/02178/VA4-MON-TRANS3,,2020-12-08,local-authority-eng:SND,2019-06-11,,/developer-agreement-transaction/local-authority-eng/SND/18-02178-VA4-MON-TRANS3
192.75,spent,18/02178/VA4-MON,18/02178/VA4-MON-TRANS4,,2020-12-09,local-authority-eng:SND,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SND/18-02178-VA4-MON-TRANS4
500,secured,18/02239/FUL-MON,18/02239/FUL-MON-TRANS1,,2020-11-10,local-authority-eng:SND,2020-01-16,,/developer-agreement-transaction/local-authority-eng/SND/18-02239-FUL-MON-TRANS1
500,received,18/02239/FUL-MON,18/02239/FUL-MON-TRANS2,,2020-11-10,local-authority-eng:SND,2020-02-22,,/developer-agreement-transaction/local-authority-eng/SND/18-02239-FUL-MON-TRANS2
500,allocated,18/02239/FUL-MON,18/02239/FUL-MON-TRANS3,,2020-11-10,local-authority-eng:SND,2020-02-22,,/developer-agreement-transaction/local-authority-eng/SND/18-02239-FUL-MON-TRANS3
192.75,spent,18/02239/FUL-MON,18/02239/FUL-MON-TRANS4,,2020-12-09,local-authority-eng:SND,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SND/18-02239-FUL-MON-TRANS4
1000,secured,19/00214/FUL-MON,19/00214/FUL-MON-TRANS1,,2020-12-08,local-authority-eng:SND,2019-11-01,,/developer-agreement-transaction/local-authority-eng/SND/19-00214-FUL-MON-TRANS1
1000,received,19/00214/FUL-MON,19/00214/FUL-MON-TRANS2,,2020-12-08,local-authority-eng:SND,2019-10-10,,/developer-agreement-transaction/local-authority-eng/SND/19-00214-FUL-MON-TRANS2
1000,allocated,19/00214/FUL-MON,19/00214/FUL-MON-TRANS3,,2020-12-08,local-authority-eng:SND,2019-10-10,,/developer-agreement-transaction/local-authority-eng/SND/19-00214-FUL-MON-TRANS3
385.5,spent,19/00214/FUL-MON,19/00214/FUL-MON-TRANS4,,2020-12-09,local-authority-eng:SND,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SND/19-00214-FUL-MON-TRANS4
4750,secured,19/00253/FUL-MON,19/00253/FUL-MON-TRANS1,,2020-12-04,local-authority-eng:SND,2019-06-13,,/developer-agreement-transaction/local-authority-eng/SND/19-00253-FUL-MON-TRANS1
4750,received,19/00253/FUL-MON,19/00253/FUL-MON-TRANS2,,2020-12-04,local-authority-eng:SND,2019-06-21,,/developer-agreement-transaction/local-authority-eng/SND/19-00253-FUL-MON-TRANS2
4750,allocated,19/00253/FUL-MON,19/00253/FUL-MON-TRANS3,,2020-12-04,local-authority-eng:SND,2019-06-21,,/developer-agreement-transaction/local-authority-eng/SND/19-00253-FUL-MON-TRANS3
1831.12,spent,19/00253/FUL-MON,19/00253/FUL-MON-TRANS4,,2020-12-09,local-authority-eng:SND,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SND/19-00253-FUL-MON-TRANS4
500,secured,19/00628/FUL-MON,19/00628/FUL-MON-TRANS1,,2020-11-05,local-authority-eng:SND,2019-11-12,,/developer-agreement-transaction/local-authority-eng/SND/19-00628-FUL-MON-TRANS1
500,received,19/00628/FUL-MON,19/00628/FUL-MON-TRANS2,,2020-11-05,local-authority-eng:SND,2020-01-10,,/developer-agreement-transaction/local-authority-eng/SND/19-00628-FUL-MON-TRANS2
500,allocated,19/00628/FUL-MON,19/00628/FUL-MON-TRANS3,,2020-11-05,local-authority-eng:SND,2020-01-10,,/developer-agreement-transaction/local-authority-eng/SND/19-00628-FUL-MON-TRANS3
192.75,spent,19/00628/FUL-MON,19/00628/FUL-MON-TRANS4,,2020-12-09,local-authority-eng:SND,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SND/19-00628-FUL-MON-TRANS4
500,secured,19/00963/FUL-MON,19/00963/FUL-MON-TRANS1,,2020-12-04,local-authority-eng:SND,2019-10-30,,/developer-agreement-transaction/local-authority-eng/SND/19-00963-FUL-MON-TRANS1
500,received,19/00963/FUL-MON,19/00963/FUL-MON-TRANS2,,2020-12-04,local-authority-eng:SND,2019-11-05,,/developer-agreement-transaction/local-authority-eng/SND/19-00963-FUL-MON-TRANS2
500,allocated,19/00963/FUL-MON,19/00963/FUL-MON-TRANS3,,2020-12-04,local-authority-eng:SND,2019-11-05,,/developer-agreement-transaction/local-authority-eng/SND/19-00963-FUL-MON-TRANS3
500,spent,19/00963/FUL-MON,19/00963/FUL-MON-TRANS4,,2020-12-04,local-authority-eng:SND,2019-11-05,,/developer-agreement-transaction/local-authority-eng/SND/19-00963-FUL-MON-TRANS4
24970,secured,19/00963/FUL-S2.B.1,19/00963/FUL-S2.B.1-TRANS1,,2020-12-04,local-authority-eng:SND,2019-11-19,,/developer-agreement-transaction/local-authority-eng/SND/19-00963-FUL-S2-B-1-TRANS1
24970,received,19/00963/FUL-S2.B.1,19/00963/FUL-S2.B.1-TRANS2,,2020-12-04,local-authority-eng:SND,2019-12-16,,/developer-agreement-transaction/local-authority-eng/SND/19-00963-FUL-S2-B-1-TRANS2
24970,allocated,19/00963/FUL-S2.B.1,19/00963/FUL-S2.B.1-TRANS3,,2020-12-04,local-authority-eng:SND,2019-12-16,,/developer-agreement-transaction/local-authority-eng/SND/19-00963-FUL-S2-B-1-TRANS3
500,secured,19/01278/FU4-MON,19/01278/FU4-MON-TRANS1,,2020-11-05,local-authority-eng:SND,2019-12-10,,/developer-agreement-transaction/local-authority-eng/SND/19-01278-FU4-MON-TRANS1
500,received,19/01278/FU4-MON,19/01278/FU4-MON-TRANS2,,2020-11-05,local-authority-eng:SND,2019-12-10,,/developer-agreement-transaction/local-authority-eng/SND/19-01278-FU4-MON-TRANS2
500,allocated,19/01278/FU4-MON,19/01278/FU4-MON-TRANS3,,2020-11-05,local-authority-eng:SND,2019-12-10,,/developer-agreement-transaction/local-authority-eng/SND/19-01278-FU4-MON-TRANS3
192.75,spent,19/01278/FU4-MON,19/01278/FU4-MON-TRANS4,,2020-12-09,local-authority-eng:SND,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SND/19-01278-FU4-MON-TRANS4
80,secured,19/01325/FUL-MON,19/01325/FUL-MON-TRANS1,,2020-11-05,local-authority-eng:SND,2020-01-27,,/developer-agreement-transaction/local-authority-eng/SND/19-01325-FUL-MON-TRANS1
80,received,19/01325/FUL-MON,19/01325/FUL-MON-TRANS2,,2020-11-05,local-authority-eng:SND,2020-01-29,,/developer-agreement-transaction/local-authority-eng/SND/19-01325-FUL-MON-TRANS2
80,allocated,19/01325/FUL-MON,19/01325/FUL-MON-TRANS3,,2020-11-05,local-authority-eng:SND,2020-01-29,,/developer-agreement-transaction/local-authority-eng/SND/19-01325-FUL-MON-TRANS3
30.84,spent,19/01325/FUL-MON,19/01325/FUL-MON-TRANS4,,2020-12-09,local-authority-eng:SND,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SND/19-01325-FUL-MON-TRANS4
1500,secured,19/01427/FU4-MON,19/01427/FU4-MON-TRANS1,,2020-12-09,local-authority-eng:SND,2020-01-20,,/developer-agreement-transaction/local-authority-eng/SND/19-01427-FU4-MON-TRANS1
1500,received,19/01427/FU4-MON,19/01427/FU4-MON-TRANS2,,2020-12-09,local-authority-eng:SND,2020-02-25,,/developer-agreement-transaction/local-authority-eng/SND/19-01427-FU4-MON-TRANS2
1500,allocated,19/01427/FU4-MON,19/01427/FU4-MON-TRANS3,,2020-12-09,local-authority-eng:SND,2020-02-25,,/developer-agreement-transaction/local-authority-eng/SND/19-01427-FU4-MON-TRANS3
578.25,spent,19/01427/FU4-MON,19/01427/FU4-MON-TRANS4,,2020-12-09,local-authority-eng:SND,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SND/19-01427-FU4-MON-TRANS4
4750,secured,19/01484/FU4-MON,19/01484/FU4-MON-TRANS1,,2020-12-09,local-authority-eng:SND,2020-01-15,,/developer-agreement-transaction/local-authority-eng/SND/19-01484-FU4-MON-TRANS1
4750,received,19/01484/FU4-MON,19/01484/FU4-MON-TRANS2,,2020-12-09,local-authority-eng:SND,2020-01-07,,/developer-agreement-transaction/local-authority-eng/SND/19-01484-FU4-MON-TRANS2
4750,allocated,19/01484/FU4-MON,19/01484/FU4-MON-TRANS3,,2020-12-09,local-authority-eng:SND,2020-01-07,,/developer-agreement-transaction/local-authority-eng/SND/19-01484-FU4-MON-TRANS3
1831.13,spent,19/01484/FU4-MON,19/01484/FU4-MON-TRANS4,,2020-12-09,local-authority-eng:SND,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SND/19-01484-FU4-MON-TRANS4
60000,secured,99/00230/LEG-S4.1,99/00230/LEG-S4.1-TRANS1,,2020-12-08,local-authority-eng:SND,2005-08-21,,/developer-agreement-transaction/local-authority-eng/SND/99-00230-LEG-S4-1-TRANS1
30000,received,99/00230/LEG-S4.1,99/00230/LEG-S4.1-TRANS2,,2020-12-08,local-authority-eng:SND,2005-08-22,,/developer-agreement-transaction/local-authority-eng/SND/99-00230-LEG-S4-1-TRANS2
30000,received,99/00230/LEG-S4.1,99/00230/LEG-S4.1-TRANS3,,2020-12-08,local-authority-eng:SND,2015-09-02,,/developer-agreement-transaction/local-authority-eng/SND/99-00230-LEG-S4-1-TRANS3
30000,allocated,99/00230/LEG-S4.1,99/00230/LEG-S4.1-TRANS4,,2020-12-08,local-authority-eng:SND,2005-08-22,,/developer-agreement-transaction/local-authority-eng/SND/99-00230-LEG-S4-1-TRANS4
30000,allocated,99/00230/LEG-S4.1,99/00230/LEG-S4.1-TRANS5,,2020-12-08,local-authority-eng:SND,2005-09-02,,/developer-agreement-transaction/local-authority-eng/SND/99-00230-LEG-S4-1-TRANS5
60000,spent,99/00230/LEG-S4.1,99/00230/LEG-S4.1-TRANS6,,2020-12-08,local-authority-eng:SND,2017-03-31,,/developer-agreement-transaction/local-authority-eng/SND/99-00230-LEG-S4-1-TRANS6
34540,secured,99/00230/LEG-S4.2.1,99/00230/LEG-S4.2.1-TRANS1,,2020-12-08,local-authority-eng:SND,2005-08-21,,/developer-agreement-transaction/local-authority-eng/SND/99-00230-LEG-S4-2-1-TRANS1
34540,received,99/00230/LEG-S4.2.1,99/00230/LEG-S4.2.1-TRANS2,,2020-12-08,local-authority-eng:SND,2006-02-02,,/developer-agreement-transaction/local-authority-eng/SND/99-00230-LEG-S4-2-1-TRANS2
34540,allocated,99/00230/LEG-S4.2.1,99/00230/LEG-S4.2.1-TRANS3,,2020-12-08,local-authority-eng:SND,2006-02-02,,/developer-agreement-transaction/local-authority-eng/SND/99-00230-LEG-S4-2-1-TRANS3
91000,secured,99/00875/LEG-C4.,99/00875/LEG-C4.-TRANS1,,2020-12-08,local-authority-eng:SND,2004-01-02,,/developer-agreement-transaction/local-authority-eng/SND/99-00875-LEG-C4--TRANS1
91000,received,99/00875/LEG-C4.,99/00875/LEG-C4.-TRANS2,,2020-12-08,local-authority-eng:SND,2004-01-02,,/developer-agreement-transaction/local-authority-eng/SND/99-00875-LEG-C4--TRANS2
91000,allocated,99/00875/LEG-C4.,99/00875/LEG-C4.-TRANS3,,2020-12-08,local-authority-eng:SND,2004-01-02,,/developer-agreement-transaction/local-authority-eng/SND/99-00875-LEG-C4--TRANS3
-1386.2,spent,LA/2009/1049/UU/6-o,LA/2009/1049/UU/6-o/6,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2009-1049-UU-6-o-6
-14080,transferred,LA/2010/0218/106/OP-8.6,LA/2010/0218/106/OP-8.6/7,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0218-106-OP-8-6-7
-5135.92,spent,LA/2010/0332/106/S1-10,LA/2010/0332/106/S1-10/28,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0332-106-S1-10-28
-5268.4,spent,LA/2010/0332/106/S1-10,LA/2010/0332/106/S1-10/29,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0332-106-S1-10-29
-47554.85,transferred,LA/2010/0332/106/S1-12.1,LA/2010/0332/106/S1-12.1/32,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0332-106-S1-12-1-32
-48899.92,transferred,LA/2010/0332/106/S1-12.1,LA/2010/0332/106/S1-12.1/33,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0332-106-S1-12-1-33
-2835.62,transferred,LA/2010/0332/106/S1-14,LA/2010/0332/106/S1-14/39,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0332-106-S1-14-39
-29453.39,spent,LA/2010/0529/106/OP-3.10,LA/2010/0529/106/OP-3.10/25,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0529-106-OP-3-10-25
-30943.25,spent,LA/2010/0529/106/OP-3.10,LA/2010/0529/106/OP-3.10/26,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0529-106-OP-3-10-26
13701.78,received,LA/2010/0995/106/S3-3.2,LA/2010/0995/106/S3-3.2/27,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S3-3-2-27
16240.87,received,LA/2010/0995/106/S3-3.3,LA/2010/0995/106/S3-3.3/30,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S3-3-3-30
-111612.57,spent,LA/2010/0995/106/S3-6.1,LA/2010/0995/106/S3-6.1/33,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S3-6-1-33
-34879.46,spent,LA/2010/0995/106/S3-7.1,LA/2010/0995/106/S3-7.1/34,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S3-7-1-34
-35716.41,spent,LA/2010/0995/106/S3-7.1,LA/2010/0995/106/S3-7.1/35,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S3-7-1-35
-37118.65,spent,LA/2010/0995/106/S3-7.1,LA/2010/0995/106/S3-7.1/36,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S3-7-1-36
-32975.29,spent,LA/2010/0995/106/S4-14/15,LA/2010/0995/106/S4-14/15/41,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S4-14-15-41
153029.94,allocated,LA/2010/0995/106/S6-1.2,LA/2010/0995/106/S6-1.2/57,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S6-1-2-57
5668.76,received,LA/2011/0141/106/S1-13,LA/2011/0141/106/S1-13/60,,2021-03-25,local-authority-eng:SNR,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2011-0141-106-S1-13-60
