amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,organisation,start-date,units,slug
17176.17,education,0417/0027/DA,0417/0027/C/education,,2020-11-04,local-authority-eng:ERE,2018-05-25,,/developer-agreement-contribution/local-authority-eng/ERE/0417-0027-C-education
2937,open-space-and-leisure,0417/0027/DA,0417/0027/C/open,,2020-11-04,local-authority-eng:ERE,2018-05-25,,/developer-agreement-contribution/local-authority-eng/ERE/0417-0027-C-open
32400,transport-and-travel,0417/0027/DA,0417/0027/C/travel,,2020-11-04,local-authority-eng:ERE,2018-05-25,,/developer-agreement-contribution/local-authority-eng/ERE/0417-0027-C-travel
15000,economic-development,0512/0002/DA,0512/0002/C/eco,,2020-10-29,local-authority-eng:ERE,2013-04-16,,/developer-agreement-contribution/local-authority-eng/ERE/0512-0002-C-eco
250000,economic-development,0512/0002/DA,0512/0002/C/eco2,,2020-10-29,local-authority-eng:ERE,2013-04-16,,/developer-agreement-contribution/local-authority-eng/ERE/0512-0002-C-eco2
12,affordable-housing,0512/0002/DA,0512/0002/C/housing,,2020-10-29,local-authority-eng:ERE,2013-04-16,,/developer-agreement-contribution/local-authority-eng/ERE/0512-0002-C-housing
29999.9,open-space-and-leisure,0514/0037/DA,0514/0037/C/open,,2020-10-29,local-authority-eng:ERE,2014-10-13,,/developer-agreement-contribution/local-authority-eng/ERE/0514-0037-C-open
35615,transport-and-travel,0514/0037/DA,0514/0037/C/travel,,2020-10-29,local-authority-eng:ERE,2014-10-13,,/developer-agreement-contribution/local-authority-eng/ERE/0514-0037-C-travel
25300,education,0515/0017/DA,0515/0017/C/education,,2020-11-04,local-authority-eng:ERE,2015-11-23,,/developer-agreement-contribution/local-authority-eng/ERE/0515-0017-C-education
5,affordable-housing,0515/0017/DA,0515/0017/C/housing,,2020-11-04,local-authority-eng:ERE,2015-11-23,,/developer-agreement-contribution/local-authority-eng/ERE/0515-0017-C-housing
3300,open-space-and-leisure,0515/0017/DA,0515/0017/C/open,,2020-11-04,local-authority-eng:ERE,2015-11-23,,/developer-agreement-contribution/local-authority-eng/ERE/0515-0017-C-open
,education,0516/0017/DA,0516/0017/C/education,,2020-11-04,local-authority-eng:ERE,2017-01-11,,/developer-agreement-contribution/local-authority-eng/ERE/0516-0017-C-education
,affordable-housing,0516/0017/DA,0516/0017/C/housing,,2020-11-04,local-authority-eng:ERE,2017-01-11,,/developer-agreement-contribution/local-authority-eng/ERE/0516-0017-C-housing
,transport-and-travel,0516/0017/DA,0516/0017/C/travel,,2020-11-04,local-authority-eng:ERE,2017-01-11,,/developer-agreement-contribution/local-authority-eng/ERE/0516-0017-C-travel
398965.35,education,0716/0012/DA,0716/0012/C/education1,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-education1
398965.35,education,0716/0012/DA,0716/0012/C/education2,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-education2
1,flood-and-water-management,0716/0012/DA,0716/0012/C/flood,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-flood
3783.08,flood-and-water-management,0716/0012/DA,0716/0012/C/flood2,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-flood2
100000,green-infrastructure,0716/0012/DA,0716/0012/C/gi,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-gi
100000,green-infrastructure,0716/0012/DA,0716/0012/C/gi2,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-gi2
1,green-infrastructure,0716/0012/DA,0716/0012/C/gi3,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-gi3
115902,highways,0716/0012/DA,0716/0012/C/highways,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-highways
80000,highways,0716/0012/DA,0716/0012/C/highways2,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-highways2
15,affordable-housing,0716/0012/DA,0716/0012/C/housing,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-housing
8597.91,open-space-and-leisure,0716/0012/DA,0716/0012/C/open,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-open
1,open-space-and-leisure,0716/0012/DA,0716/0012/C/open2,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-open2
28613.84,open-space-and-leisure,0716/0012/DA,0716/0012/C/open3,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-open3
1,open-space-and-leisure,0716/0012/DA,0716/0012/C/open4,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-open4
20950,transport-and-travel,0716/0012/DA,0716/0012/C/travel,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travel
20950,transport-and-travel,0716/0012/DA,0716/0012/C/travel2,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travel2
20950,transport-and-travel,0716/0012/DA,0716/0012/C/travel3,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travel3
20950,transport-and-travel,0716/0012/DA,0716/0012/C/travel4,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travel4
20950,transport-and-travel,0716/0012/DA,0716/0012/C/travel5,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travel5
20950,transport-and-travel,0716/0012/DA,0716/0012/C/travel6,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travel6
20950,transport-and-travel,0716/0012/DA,0716/0012/C/travel7,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travel7
116667,transport-and-travel,0716/0012/DA,0716/0012/C/travelbus,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travelbus
116667,transport-and-travel,0716/0012/DA,0716/0012/C/travelbus2,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travelbus2
116667,transport-and-travel,0716/0012/DA,0716/0012/C/travelbus3,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travelbus3
116667,transport-and-travel,0716/0012/DA,0716/0012/C/travelbus4,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travelbus4
116667,transport-and-travel,0716/0012/DA,0716/0012/C/travelbus5,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travelbus5
116667,transport-and-travel,0716/0012/DA,0716/0012/C/travelbus6,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travelbus6
48000,transport-and-travel,0716/0012/DA,0716/0012/C/travelbus7,,2020-11-04,local-authority-eng:ERE,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travelbus7
45596.04,education,0919/0062/DA,0919/0062/C/education,,2020-11-04,local-authority-eng:ERE,2017-03-14,,/developer-agreement-contribution/local-authority-eng/ERE/0919-0062-C-education
3,affordable-housing,0919/0062/DA,0919/0062/C/housing,,2020-11-04,local-authority-eng:ERE,2017-03-14,,/developer-agreement-contribution/local-authority-eng/ERE/0919-0062-C-housing
6930,open-space-and-leisure,0919/0062/DA,0919/0062/C/open,,2020-11-04,local-authority-eng:ERE,2017-03-14,,/developer-agreement-contribution/local-authority-eng/ERE/0919-0062-C-open
52800,transport-and-travel,0919/0062/DA,0919/0062/C/travel,,2020-11-04,local-authority-eng:ERE,2017-03-14,,/developer-agreement-contribution/local-authority-eng/ERE/0919-0062-C-travel
,education,1014/0006/DA,1014/0006/C/education,,2020-11-04,local-authority-eng:ERE,2015-10-29,,/developer-agreement-contribution/local-authority-eng/ERE/1014-0006-C-education
,open-space-and-leisure,1014/0006/DA,1014/0006/C/open,,2020-11-04,local-authority-eng:ERE,2015-10-29,,/developer-agreement-contribution/local-authority-eng/ERE/1014-0006-C-open
16187.64,education,1118/0006/DA,1118/0006/C/education,,2020-11-04,local-authority-eng:ERE,2019-03-28,,/developer-agreement-contribution/local-authority-eng/ERE/1118-0006-C-education
6,affordable-housing,1118/0006/DA,1118/0006/C/housing,,2020-11-04,local-authority-eng:ERE,2019-03-28,,/developer-agreement-contribution/local-authority-eng/ERE/1118-0006-C-housing
29610,affordable-housing,IFS222,IFS222/affordable-housing_off-site,,2020-12-31,local-authority-eng:ERY,2019-08-13,,/developer-agreement-contribution/local-authority-eng/ERY/IFS222-affordable-housing-off-site
30900,affordable-housing,IFS654,IFS654/affordable-housing_off-site,,2020-12-31,local-authority-eng:ERY,2019-04-04,,/developer-agreement-contribution/local-authority-eng/ERY/IFS654-affordable-housing-off-site
0,affordable-housing,IFS654,IFS654/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-04-04,8,/developer-agreement-contribution/local-authority-eng/ERY/IFS654-affordable-housing-on-site
100575,open-space-and-leisure,IFS654,IFS654/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-04-04,,/developer-agreement-contribution/local-authority-eng/ERY/IFS654-open-space-and-leisure-off-site
7344,open-space-and-leisure,IFS654,IFS654/open-space-and-leisure_on-site,,2020-12-31,local-authority-eng:ERY,2019-04-04,,/developer-agreement-contribution/local-authority-eng/ERY/IFS654-open-space-and-leisure-on-site
500,other,IFS654,IFS654/other_pspo,,2020-12-31,local-authority-eng:ERY,2019-04-04,,/developer-agreement-contribution/local-authority-eng/ERY/IFS654-other-pspo
0,affordable-housing,IFS655,IFS655/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-04-09,25,/developer-agreement-contribution/local-authority-eng/ERY/IFS655-affordable-housing-on-site
236400,education,IFS655,IFS655/education,,2020-12-31,local-authority-eng:ERY,2019-04-09,,/developer-agreement-contribution/local-authority-eng/ERY/IFS655-education
369446,open-space-and-leisure,IFS655,IFS655/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-04-09,,/developer-agreement-contribution/local-authority-eng/ERY/IFS655-open-space-and-leisure-off-site
0,other,IFS656,IFS656_other_to-retain-land-in-same-ownership,,2020-12-31,local-authority-eng:ERY,2019-04-12,1,/developer-agreement-contribution/local-authority-eng/ERY/IFS656-other-to-retain-land-in-same-ownership
30900,affordable-housing,IFS657,IFS657/affordable-housing_off-site,,2020-12-31,local-authority-eng:ERY,2019-04-26,,/developer-agreement-contribution/local-authority-eng/ERY/IFS657-affordable-housing-off-site
0,affordable-housing,IFS657,IFS657/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-04-26,1,/developer-agreement-contribution/local-authority-eng/ERY/IFS657-affordable-housing-on-site
28040,open-space-and-leisure,IFS657,IFS657/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-04-26,,/developer-agreement-contribution/local-authority-eng/ERY/IFS657-open-space-and-leisure-off-site
0,affordable-housing,IFS658,IFS658/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-05-13,5,/developer-agreement-contribution/local-authority-eng/ERY/IFS658-affordable-housing-on-site
0,green-infrastructure,IFS658,IFS658/green-infrastructure_landscaping,,2020-12-31,local-authority-eng:ERY,2019-05-13,1,/developer-agreement-contribution/local-authority-eng/ERY/IFS658-green-infrastructure-landscaping
62812,open-space-and-leisure,IFS658,IFS658/open-space-and-leisure_off-site-1,,2020-12-31,local-authority-eng:ERY,2019-05-13,,/developer-agreement-contribution/local-authority-eng/ERY/IFS658-open-space-and-leisure-off-site-1
568,open-space-and-leisure,IFS658,IFS658/open-space-and-leisure_off-site-2,,2020-12-31,local-authority-eng:ERY,2019-05-13,,/developer-agreement-contribution/local-authority-eng/ERY/IFS658-open-space-and-leisure-off-site-2
852,open-space-and-leisure,IFS658,IFS658/open-space-and-leisure_on-site,,2020-12-31,local-authority-eng:ERY,2019-05-13,,/developer-agreement-contribution/local-authority-eng/ERY/IFS658-open-space-and-leisure-on-site
0,affordable-housing,IFS659,IFS659/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-05-31,8,/developer-agreement-contribution/local-authority-eng/ERY/IFS659-affordable-housing-on-site
120903,open-space-and-leisure,IFS659,IFS659/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-05-31,,/developer-agreement-contribution/local-authority-eng/ERY/IFS659-open-space-and-leisure-off-site
27810,open-space-and-leisure,IFS659,IFS659/open-space-and-leisure_on-site,,2020-12-31,local-authority-eng:ERY,2019-05-31,,/developer-agreement-contribution/local-authority-eng/ERY/IFS659-open-space-and-leisure-on-site
500,other,IFS659,IFS659_other_pspo,,2020-12-31,local-authority-eng:ERY,2019-05-31,,/developer-agreement-contribution/local-authority-eng/ERY/IFS659-other-pspo
0,affordable-housing,IFS660,IFS660/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-06-14,11,/developer-agreement-contribution/local-authority-eng/ERY/IFS660-affordable-housing-on-site
38950,education,IFS660,IFS660/education,,2020-12-31,local-authority-eng:ERY,2019-06-14,,/developer-agreement-contribution/local-authority-eng/ERY/IFS660-education
40822,open-space-and-leisure,IFS660,IFS660/open-space-and-leisure_on-site,,2020-12-31,local-authority-eng:ERY,2019-06-14,,/developer-agreement-contribution/local-authority-eng/ERY/IFS660-open-space-and-leisure-on-site
500,other,IFS660,IFS660_other_pspo,,2020-12-31,local-authority-eng:ERY,2019-06-14,,/developer-agreement-contribution/local-authority-eng/ERY/IFS660-other-pspo
15450,affordable-housing,IFS661,IFS661/affordable-housing_off-site,,2020-12-31,local-authority-eng:ERY,2019-06-14,,/developer-agreement-contribution/local-authority-eng/ERY/IFS661-affordable-housing-off-site
0,affordable-housing,IFS661,IFS661/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-06-14,20,/developer-agreement-contribution/local-authority-eng/ERY/IFS661-affordable-housing-on-site
217129,open-space-and-leisure,IFS661,IFS661/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-06-14,,/developer-agreement-contribution/local-authority-eng/ERY/IFS661-open-space-and-leisure-off-site
37374,affordable-housing,IFS662,IFS662/affordable-housing_off-site,,2020-12-31,local-authority-eng:ERY,2019-06-18,,/developer-agreement-contribution/local-authority-eng/ERY/IFS662-affordable-housing-off-site
0,affordable-housing,IFS662,IFS662/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-06-18,3,/developer-agreement-contribution/local-authority-eng/ERY/IFS662-affordable-housing-on-site
31282,open-space-and-leisure,IFS662,IFS662/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-06-18,,/developer-agreement-contribution/local-authority-eng/ERY/IFS662-open-space-and-leisure-off-site
0,open-space-and-leisure,IFS662,IFS662/open-space-and-leisure_on-site,,2020-12-31,local-authority-eng:ERY,2019-06-18,1,/developer-agreement-contribution/local-authority-eng/ERY/IFS662-open-space-and-leisure-on-site
0,affordable-housing,IFS663,IFS663/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-07-01,7,/developer-agreement-contribution/local-authority-eng/ERY/IFS663-affordable-housing-on-site
4000,highways,IFS663,IFS663/highways_tro,,2020-12-31,local-authority-eng:ERY,2019-07-01,,/developer-agreement-contribution/local-authority-eng/ERY/IFS663-highways-tro
76712,open-space-and-leisure,IFS663,IFS663/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-07-01,,/developer-agreement-contribution/local-authority-eng/ERY/IFS663-open-space-and-leisure-off-site
15450,affordable-housing,IFS664,IFS664/affordable-housing_off-site,,2020-12-31,local-authority-eng:ERY,2019-07-05,,/developer-agreement-contribution/local-authority-eng/ERY/IFS664-affordable-housing-off-site
38960,affordable-housing,IFS665,IFS665/affordable-housing_off-site,,2020-12-31,local-authority-eng:ERY,2019-07-08,,/developer-agreement-contribution/local-authority-eng/ERY/IFS665-affordable-housing-off-site
0,affordable-housing,IFS665,IFS665/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-07-08,7,/developer-agreement-contribution/local-authority-eng/ERY/IFS665-affordable-housing-on-site
48781,open-space-and-leisure,IFS665,IFS665/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-07-08,,/developer-agreement-contribution/local-authority-eng/ERY/IFS665-open-space-and-leisure-off-site
0,open-space-and-leisure,IFS665,IFS665/open-space-and-leisure_on-site,,2020-12-31,local-authority-eng:ERY,2019-07-08,1,/developer-agreement-contribution/local-authority-eng/ERY/IFS665-open-space-and-leisure-on-site
500,other,IFS665,IFS665_other_pspo,,2020-12-31,local-authority-eng:ERY,2019-07-08,,/developer-agreement-contribution/local-authority-eng/ERY/IFS665-other-pspo
5780,affordable-housing,IFS666,IFS666/affordable-housing_off-site,,2020-12-31,local-authority-eng:ERY,2019-07-24,,/developer-agreement-contribution/local-authority-eng/ERY/IFS666-affordable-housing-off-site
506,open-space-and-leisure,IFS666,IFS666/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-07-24,,/developer-agreement-contribution/local-authority-eng/ERY/IFS666-open-space-and-leisure-off-site
0,affordable-housing,IFS667,IFS667/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2019-07-30,9,/developer-agreement-contribution/local-authority-eng/ERY/IFS667-affordable-housing-on-site
122177,open-space-and-leisure,IFS667,IFS667/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-07-30,,/developer-agreement-contribution/local-authority-eng/ERY/IFS667-open-space-and-leisure-off-site
0,open-space-and-leisure,IFS667,IFS667/open-space-and-leisure_on-site,,2020-12-31,local-authority-eng:ERY,2019-07-30,1,/developer-agreement-contribution/local-authority-eng/ERY/IFS667-open-space-and-leisure-on-site
17975,open-space-and-leisure,IFS670,IFS670/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2019-08-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS670-open-space-and-leisure-off-site
0,open-space-and-leisure,IFS670,IFS670/open-space-and-leisure_on-site,,2020-12-31,local-authority-eng:ERY,2019-08-20,1,/developer-agreement-contribution/local-authority-eng/ERY/IFS670-open-space-and-leisure-on-site
